Protein	HG_RPMI_exp_1	HG_RPMI_exp_2	HG_RPMI_exp_3	HG_RPMI_stat_1	HG_RPMI_stat_2	HG_RPMI_stat_3	HG_TSB_exp_1	HG_TSB_exp_2	HG_TSB_exp_3	HG_TSB_stat_1	HG_TSB_stat_2	HG_TSB_stat_3	ST_RPMI_exp_1	ST_RPMI_exp_2	ST_RPMI_exp_3	ST_RPMI_stat_1	ST_RPMI_stat_2	ST_RPMI_stat_3	ST_TSB_exp_1	ST_TSB_exp_2	ST_TSB_exp_3	ST_TSB_stat_1	ST_TSB_stat_2	ST_TSB_stat_3
NreC	15913.48069	10398.09474	10006.94562	6173.776594	NA	4681.636048	15308.35362	22397.6082	16834.48073	13002.77199	13899.12063	11751.31876	8434.730721	8786.747089	7406.102847	NA	NA	4128.799221	14747.98399	14802.38963	21229.64187	14232.63042	12709.67538	18330.18467
SAOUHSC_01279	45247.62695	44456.77555	44607.08228	53707.54841	21927.77744	37025.09619	54149.5641	41899.37858	29597.86023	107081.6327	52236.67587	101199.4499	32091.1242	30607.83516	42986.89857	34540.62809	56187.45015	54530.68709	47929.78505	27706.71614	43683.85442	62671.38369	60853.63956	56223.86769
SAOUHSC_00085	6387.366901	NA	4301.431343	NA	NA	NA	NA	NA	3579.774154	11483.64623	13641.27036	9583.376282	4336.640419	NA	NA	NA	NA	NA	2484.100078	NA	NA	9372.063283	5826.748672	7194.189792
OpuCA	NA	NA	NA	10611.76127	8781.255417	9115.518367	2774.725931	NA	NA	21373.14407	23353.24334	19076.73127	NA	NA	NA	2218.625496	7331.947191	8787.748875	2596.359714	NA	NA	28663.87304	17858.08213	20835.36464
MenC	NA	11474.8426	11023.09365	NA	NA	10893.37674	9793.600753	NA	NA	NA	10002.31377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11986.10816	NA	NA
SAOUHSC_02662	NA	NA	NA	NA	NA	NA	8139.908637	2937.729313	NA	25788.35516	24748.71507	22687.6866	NA	NA	NA	NA	NA	NA	11581.01394	9044.699028	9580.493976	22601.55761	36001.03428	21143.21316
SAOUHSC_00941	13170.48144	18895.61506	18492.05621	16895.82004	13909.49458	19340.052	13215.08656	17985.54738	10441.991	8300.41855	10703.44296	8712.284293	12049.07781	13036.52574	12328.33034	21132.07058	16752.92885	10125.38952	12688.54957	8724.721251	8016.031211	11607.29203	11400.84828	6809.687382
SAOUHSC_02779	2338.929284	NA	2283.771549	NA	NA	NA	5529.993929	4632.578485	5122.645719	NA	4309.534146	5632.066452	NA	NA	NA	NA	NA	NA	3185.798753	NA	2180.313201	2914.282191	2863.498871	NA
TrpS	99799.7308	78303.32843	79783.67959	76784.87226	50404.62107	72504.30481	91690.89342	86405.91104	83570.80036	69067.96421	63374.33441	67802.52472	109233.9141	108083.8006	97603.90377	86362.90511	108512.3559	96244.62248	125618.4087	79669.41027	98302.10155	107456.1416	68032.9463	85123.86586
SAOUHSC_02321	59653.39406	39940.4058	46834.85205	5073.78918	1318.63223	NA	18251.60644	44692.42335	97837.03601	29621.80175	24030.87723	27533.1443	44188.04413	26313.27698	29703.82034	NA	2249.569246	8348.736397	83756.22654	40865.39624	67891.50082	11998.267	17665.34113	20771.10166
TcyC	7931.232693	5330.563312	6592.416264	12995.72075	14443.2828	13573.42004	23337.51684	26493.03779	20898.68518	21162.22209	24471.87201	16741.3934	2784.228876	2257.255201	2010.053867	9159.929721	14279.00153	11114.69803	22865.52987	32812.88402	24554.41479	32127.54775	14617.90803	11674.67226
SaeS	9173.818394	8561.138593	8447.338846	1578.9692	NA	1905.205986	16326.92311	16775.37449	18499.59372	10876.15745	23102.39387	9622.924805	19927.39183	6561.38445	14261.20348	8038.991055	11251.53224	10591.38427	24783.70816	18373.96839	20336.02516	25655.75214	19402.40502	16142.62863
SAOUHSC_02271	NA	NA	NA	NA	NA	NA	NA	1900.164303	2352.440645	NA	NA	NA	NA	NA	NA	NA	NA	NA	1578.605756	NA	1480.2995	NA	NA	NA
GcvH	873279.3333	738419.6024	771381.498	1139323.344	1146482.111	1056649.604	834900.4917	795410.7941	883803.7932	1381328.176	1061661.73	1512565.997	712312.7497	398582.6789	467050.3238	595315.1497	1052134.799	1003640.969	586992.7945	544564.7358	693364.7434	1248674.491	1077405.626	1176342.544
SAOUHSC_01864	4615.114693	2350.728811	1088.660886	NA	NA	NA	3354.591309	1945.630893	NA	6364.746766	7154.498998	6115.784463	NA	NA	1481.800058	NA	NA	NA	5743.647734	NA	2801.519812	3130.495474	2961.827061	4416.424083
SAOUHSC_00659	8889.700096	9899.280543	7447.220009	4689.464551	NA	10081.89575	12296.22372	12091.21163	11791.50853	7913.561301	11429.32687	7466.203966	9273.684303	7491.144507	5177.420258	11486.75	28288.00656	14130.11203	14198.21681	9424.074769	11980.70232	8121.702569	7176.419022	7868.51269
SAOUHSC_02828	55695.25074	79187.50589	54561.82537	106725.9369	90309.07501	140777.489	88506.74323	36684.41961	37272.55573	60647.50887	40379.3729	61457.52717	50875.15383	87261.24919	47334.3622	84000.31462	87516.78763	79525.08746	72964.39322	64721.36512	58378.8316	86918.22882	65581.16326	59582.92559
SAOUHSC_02218	47800.04188	24647.66477	51350.40176	56742.74546	62549.7402	41773.05652	26131.85184	20858.93569	21247.9733	45589.29626	33572.47653	74447.98741	37086.11668	53856.33941	36704.34164	22108.59602	39418.41561	35182.69396	22017.9957	15049.30088	20994.25105	86664.41698	51902.33041	74373.54799
SAOUHSC_02129	5332.740261	NA	3101.174976	NA	NA	NA	NA	2946.433203	4790.770534	5791.496747	7525.550093	8257.362212	8752.40148	7237.632849	11531.18898	NA	5531.488997	11766.75644	12127.93815	7556.898216	11290.84287	7098.015855	9769.994395	12345.34828
SAOUHSC_00539	50272.96039	77781.16845	53239.28031	28926.81949	34931.19352	38081.72521	72439.02038	82312.7413	39702.23452	15970.73804	21997.27649	13515.55933	71594.40808	91771.34788	73221.46858	89073.94049	76762.29065	28540.9547	62918.56212	60096.83617	47868.75841	21736.34696	18429.6807	16452.37747
MraZ	2208.144927	6928.215138	3062.627069	NA	4267.511586	NA	NA	5573.75518	2120.829628	NA	6558.652563	NA	NA	5801.316176	NA	6270.427773	7800.326186	NA	NA	4133.89963	2393.132081	NA	NA	NA
SAOUHSC_01270	9649.154366	19875.31295	12766.38907	NA	NA	NA	17970.19486	19033.86392	7284.027999	3089.239925	3166.192028	2820.173823	11354.40396	15196.13316	9448.185068	NA	NA	NA	11145.81398	7631.662147	7074.47194	1470.190505	2370.764164	2280.294113
BetA	NA	6978.588768	4878.290027	6518.882571	4538.10947	4553.153853	11061.95932	8208.083152	10957.20498	27510.99283	26022.24186	23280.24468	3058.032163	4758.050154	1967.455771	5570.068199	8905.920273	12981.66277	13814.25513	2233.674285	9814.02718	21245.28345	11188.3213	13738.76794
Hfq	25399.15592	29799.26934	24744.36271	NA	NA	NA	NA	15904.57937	10933.13567	4708.497759	NA	NA	36590.76701	32625.29022	31993.05746	NA	NA	NA	15963.07588	NA	19892.96845	NA	NA	13228.78657
SstC	NA	NA	7742.655372	NA	NA	NA	NA	NA	7603.63523	NA	NA	NA	3659.457067	6235.751375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAOUHSC_01756	11368.51886	NA	NA	NA	NA	NA	23880.62257	NA	20139.19581	NA	NA	NA	5188.476414	NA	NA	NA	NA	NA	10954.69459	NA	18122.58758	NA	NA	NA
GlnR	NA	NA	8665.974477	NA	NA	NA	32961.50106	36812.3349	44793.32934	7146.973409	7637.923441	6462.99027	8657.22524	NA	7082.36012	NA	NA	NA	38327.13518	23602.83584	40444.14609	11216.91234	8769.613778	6637.42634
SAOUHSC_02702	44646.66991	41509.18331	36830.84733	27685.40764	21066.34095	33978.73508	NA	NA	NA	NA	NA	NA	47409.70601	16261.39291	61304.96308	35470.77548	34289.71538	23962.88409	NA	NA	NA	NA	NA	NA
MoaE	30287.23378	25038.06638	25838.95807	11048.08569	11623.39154	10325.65852	29586.21076	28075.17224	39197.03838	25928.43897	19561.95224	26103.4719	37012.19764	10888.4319	27946.96763	9429.306658	11238.87543	18658.40793	33661.97933	16971.29681	33794.04482	13125.17075	15144.86923	19804.74091
AapA	NA	NA	NA	NA	NA	NA	NA	59845.9626	NA	57239.62194	49244.44371	56188.08861	NA	NA	NA	2163.639234	5739.182904	23920.0253	68919.24025	54294.56298	NA	47186.17554	NA	47136.14576
SAOUHSC_01464	2108.266545	566.6760277	873.5822244	NA	NA	NA	1148.601398	2685.930339	3694.76077	5806.388077	6490.723128	4714.596295	1643.588943	383.5174938	1000.405426	NA	NA	1297.964657	2210.734978	1505.938009	2684.518339	2649.432215	5025.768905	6549.392683
MurI	26435.96023	38349.72033	41427.84728	28569.41503	34429.03973	30978.07921	41855.35268	42217.01156	32178.4895	35988.84659	39459.7535	33042.49507	31911.48304	30509.13576	41615.60527	30022.0759	31056.57374	30645.64397	31241.26625	34684.76868	30918.93435	62337.41194	49037.95071	31412.7041
SAOUHSC_00408	902.5476397	NA	NA	NA	NA	NA	2482.115401	1756.405653	3785.202917	3628.941643	3560.830085	1838.808661	NA	NA	NA	NA	NA	NA	4154.339651	1754.341175	2441.746243	2561.374419	NA	NA
PheA	7479.933896	8888.16787	7207.286732	5540.228055	5743.691284	7939.909854	7790.256304	9338.021713	5113.359932	2935.900315	3360.742351	2921.475052	10701.61827	8416.808599	10002.50021	14026.6528	11269.03702	6073.549396	7290.995565	6221.875583	6313.317292	3077.345541	3688.663787	3608.601786
SAOUHSC_02146	15915.45185	13531.91682	12268.38456	13035.30357	23866.95533	15585.26294	13217.72347	13612.61002	10607.68068	23906.78778	21224.56095	17423.5178	19152.90076	15547.86825	18251.66435	54441.3768	56764.5499	40862.23499	17939.89801	22808.76608	34497.87163	24898.57569	22725.67194	22066.36505
SAOUHSC_00834	880074.7147	783301.2503	1173837.264	1212331.693	638613.841	1140507.661	468751.0847	660979.1061	720618.0927	840555.3989	710571.5782	791346.82	738541.1712	555035.3843	431281.9673	596949.4991	1089715.525	1235191.587	751118.92	406906.6051	660550.4821	759360.4163	676001.3792	1398326.889
SAOUHSC_01425	40283.65785	25891.66962	35631.42052	23877.93392	14430.09178	17089.90407	112656.0773	91672.68899	110223.3609	25245.80669	32247.53088	24611.54665	32920.15386	32201.8567	25814.16969	20482.70271	24237.11575	64593.46344	132252.7132	80243.29648	110619.9747	49335.17285	22609.45113	21381.83822
LytM	NA	NA	NA	NA	NA	NA	55739.05804	44751.2487	26443.90662	NA	NA	NA	NA	NA	NA	NA	NA	NA	21542.91735	NA	13873.41363	NA	NA	NA
SAOUHSC_00312	NA	NA	NA	NA	NA	NA	10499.9741	NA	NA	11638.50051	19598.88384	8809.968124	NA	NA	NA	NA	NA	NA	14834.00368	NA	NA	16178.88358	17592.47058	18504.7302
SAOUHSC_02523	10505.49248	10442.65729	12563.07077	31184.35995	17886.9765	26062.85276	9588.075655	13411.08705	11818.39656	15815.41573	15165.83517	17491.12914	15832.66786	8517.226081	11034.46172	18140.72069	19642.30731	23183.49374	4629.317667	8211.567328	10510.14772	15466.95495	19886.89285	20464.9053
CapP	2765.096855	5041.439522	4110.490714	1117.040409	NA	11581.54645	15467.09667	16464.11693	2386.175901	1999.454652	8910.852675	1322.348973	2997.099328	5122.616846	2970.659302	28593.92205	3257.614345	954.1951247	2839.258382	1688.421666	3871.897118	8628.320618	NA	1537.063808
SAOUHSC_01123	732281.8356	812148.022	1022154.46	247232.8453	197955.6141	297643.5222	436171.3627	433270.4357	378652.5578	377192.5782	541546.3357	400280.7452	217901.9058	360754.0826	376923.1817	59381.76061	80149.15657	87283.90142	364949.6401	238105.8435	314961.2686	483247.9931	731206.5299	396403.9903
NreA	5861.034391	4960.943183	5510.404841	NA	NA	NA	NA	NA	NA	NA	NA	NA	8441.727404	2711.136327	7767.271732	NA	NA	2299.369119	NA	NA	NA	NA	NA	NA
SAOUHSC_02127	3583.323699	4006.546418	4368.043187	NA	NA	NA	NA	NA	NA	7673.547184	11024.22678	4910.782958	18690.5848	7874.574818	7540.65869	NA	NA	NA	11073.1252	6749.872343	9659.815371	13036.49759	12986.59926	NA
Chp	25081.94421	NA	35046.77295	NA	NA	NA	NA	NA	NA	NA	NA	NA	25794.22707	19140.91622	27329.68721	61612.39599	36961.42108	17329.6656	NA	NA	NA	NA	NA	NA
SAOUHSC_00307	4456.439377	10017.16362	10338.10856	NA	NA	NA	NA	4310.465178	4398.957051	4814.426689	4686.440635	4979.766897	8835.940744	15878.30325	13539.63289	NA	NA	2222.414611	5602.30944	4920.852945	5614.870937	3686.545807	7306.972555	5818.434601
SAOUHSC_01160	5684.788104	NA	NA	NA	NA	NA	NA	NA	8696.012366	6245.183194	NA	6350.666148	9797.141675	NA	3420.603243	NA	NA	NA	7369.811879	NA	7197.355879	NA	NA	5151.990994
SAOUHSC_02600	24285.11052	21310.93836	29117.55948	62460.75131	33878.95212	67391.69632	28233.77691	58436.33327	38990.14859	59711.69241	45181.19079	57304.70103	22799.21755	11484.19191	33922.59545	52574.24337	33938.2323	33861.41167	49394.02652	14607.24081	26741.68691	28577.18693	31661.36586	45343.39197
PstS	NA	NA	NA	NA	NA	NA	NA	NA	2008.83778	576.1663929	NA	NA	NA	NA	NA	NA	NA	NA	1912.858819	NA	1205.384591	NA	NA	NA
SAOUHSC_00235	NA	NA	NA	5179.229055	4201.382451	6591.418226	1887.979965	NA	NA	5957.819754	6175.623855	6378.004829	NA	NA	NA	12955.71686	12629.33112	NA	NA	NA	NA	3565.971975	5310.678793	3942.133932
SAOUHSC_00176	NA	NA	NA	NA	NA	NA	NA	NA	NA	9033.894492	6930.793148	9995.553193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8523.521221	8046.267953
IsdG	130306.1721	290061.4682	200557.8206	NA	NA	NA	NA	1140.564753	NA	NA	NA	NA	155043.2561	163148.1071	313731.0019	NA	NA	NA	NA	3550.655412	8823.851902	NA	NA	NA
SAOUHSC_01724	7644.780136	NA	2856.632352	NA	NA	2185.346663	3793.496546	3137.572038	10184.14878	5721.754778	2256.331985	5804.747831	2894.878624	NA	5725.919747	NA	1724.883377	NA	9723.891196	3308.553734	8755.174325	NA	NA	2943.337607
MenF	7094.821357	9151.379016	10289.8014	10849.39033	5229.252154	14627.41888	29943.54318	18319.88	15064.83504	7519.1173	14900.20183	9604.602767	7965.603185	5352.329925	6950.341673	7706.418075	11903.82628	6953.465398	11092.28378	19878.91619	10043.42317	13013.76963	4098.176653	5731.262573
CapF	NA	NA	NA	NA	NA	NA	NA	NA	NA	1338.18297	4095.193516	1228.473939	NA	NA	NA	NA	NA	NA	NA	NA	NA	9000.327404	1794.49384	NA
RpsO	236607.7842	254523.9822	375846.2961	171833.0991	119330.5003	249087.1556	133122.082	281002.4204	348730.4929	204639.6321	225809.6777	284892.0427	401231.5129	178095.1245	300423.6483	128877.6568	189003.874	207444.0073	353046.2282	233304.4855	219504.2279	108462.6984	134268.359	193277.4097
SAOUHSC_01349	85671.81636	92172.12826	94703.96885	95583.12752	108039.6274	109827.8538	131502.0803	108618.5741	87355.19015	145161.117	178387.4685	131656.8535	65359.39724	47756.20541	49400.51389	95180.96654	82451.94456	82469.42006	82825.43873	50782.73013	60231.75507	173996.6464	194330.3864	145993.8957
PmtA	NA	NA	NA	NA	NA	NA	5025.801289	5031.74146	NA	8700.11893	9753.254517	7181.965566	NA	NA	NA	NA	NA	NA	NA	3691.050197	NA	6065.981554	11634.01029	712.2675687
MoaA	10818.33484	7572.223593	7619.684641	NA	NA	NA	17861.08196	18040.91813	18817.26712	14189.15843	NA	10365.61433	7849.243835	9689.15709	3417.105982	NA	NA	NA	19427.90289	15703.60117	16126.60567	11145.28393	9391.588012	7799.380954
SAOUHSC_01718	24272.19358	25336.44284	26226.32291	NA	12644.59637	15697.65508	38529.7074	43864.16797	41499.15864	12675.82196	11366.89047	12715.34829	30282.97276	18377.70752	33880.7551	13467.70602	10555.47754	NA	39359.6454	25103.96745	42103.68915	8723.866441	8001.116409	11526.95662
TagB	2642.401426	NA	4496.651613	NA	NA	NA	5724.333433	4749.318845	5369.280503	10226.32592	10319.00678	9353.862643	5433.425157	NA	1529.828199	4891.302832	5863.258891	5489.125976	4681.945601	2572.665684	3642.374015	9983.874294	10179.6306	10631.38797
SAOUHSC_01630	9382.898699	8977.016628	9821.261607	NA	NA	NA	NA	NA	20221.73872	18264.55203	NA	20117.4411	9907.923457	NA	NA	NA	NA	NA	17245.23589	NA	19971.65783	NA	16630.86687	13719.88192
SAOUHSC_00407	996.5961346	16708.99466	NA	NA	NA	NA	NA	NA	NA	22605.17913	23532.52239	16507.80868	NA	NA	NA	NA	NA	NA	2336.477288	NA	NA	11257.11721	12661.17161	9047.520924
MepR	26850.64845	21237.33888	20647.83609	42841.5974	36124.27204	58759.09449	27810.04502	23167.36257	20816.4375	33127.3922	13288.23799	22943.02152	9490.671475	13373.13653	13390.28567	42429.94173	34815.65494	40616.83348	NA	7946.543283	19195.01811	21109.68457	25780.08904	24661.61427
MobA	5477.721102	2885.869242	4668.58666	NA	NA	NA	4212.737424	5413.125213	6594.381507	4638.727395	2407.022545	3970.141117	4730.803104	NA	2164.723332	NA	NA	NA	4593.203928	4874.814929	5866.194596	NA	2291.17032	4663.577285
SAOUHSC_02425	82087.97551	82687.99522	100816.1242	55510.20238	32968.87165	80035.38644	238063.3013	36877.02946	32747.04918	1250381.218	1398962.521	1367254.341	66726.96281	47802.14644	140367.0067	54306.44448	47964.72287	39081.00879	120577.2833	38071.25213	58583.29837	957724.058	1037417.507	971038.0817
LyrA	22418.63304	23347.83016	13541.30727	18994.48156	29701.35705	25535.95431	31025.17789	39416.0171	30717.43608	29778.2176	28296.45954	27392.7144	26106.00042	23595.6626	19967.86388	33358.27912	23603.9154	12159.51584	29216.91147	21388.62004	31941.17975	33561.09457	30698.88348	23100.04781
SarZ	18623.3638	18376.77168	16855.8172	17723.80808	14552.22943	21385.96584	28377.80906	23688.69149	27384.75777	31102.96575	33459.44787	27500.39752	13201.56698	14783.53474	13625.24878	39509.88916	24187.15092	13415.80994	28909.99818	21080.52946	30429.87568	27241.98771	25438.72195	27333.39955
SAOUHSC_02035	NA	NA	NA	NA	NA	NA	8678.119601	10754.16397	12012.11196	12763.37944	11492.84107	14049.50615	5005.447348	1288.355385	2748.941696	NA	NA	NA	14332.64674	16223.50984	34151.6997	12325.20038	11560.03597	13730.17378
DmpI	NA	14297.38807	13700.699	NA	NA	NA	14456.73589	12584.08931	14259.87012	NA	8557.993888	9813.650721	11649.48447	NA	6505.883635	NA	NA	6319.407865	11044.01749	NA	14005.89434	13307.17136	8829.156255	9531.54145
SAOUHSC_00569	7218.552159	6099.152563	8526.355922	5846.379851	NA	13267.75529	42189.33498	28306.65519	30107.88646	12020.66491	20350.49313	20605.29836	9427.452622	5301.210869	7518.235418	5843.921676	8495.555166	10623.20462	31097.63639	24514.6662	21364.47529	23592.91677	15060.14065	13857.39663
AraB	11437.55447	10086.72005	16623.36785	3405.370866	7400.308243	4031.525398	23330.56837	22144.72887	23190.96214	28393.34402	21437.85818	23541.2235	11233.69037	6365.892695	7119.35677	5574.617962	5427.226843	6885.83576	25360.31633	16019.4427	21638.25825	16683.32589	18419.64561	17179.2072
SAOUHSC_03026	NA	3426.10434	NA	5196.382811	4473.2703	7480.686439	8361.109417	5916.685476	NA	7902.561465	6992.220404	8005.405588	NA	2612.350139	2200.398309	5477.896717	5354.970604	4813.724023	NA	NA	NA	NA	NA	NA
SAOUHSC_00331	12023.14379	NA	11574.61384	NA	NA	3289.915906	9273.356346	8054.44262	11682.29318	18038.86248	9528.615272	18925.18553	NA	NA	NA	NA	7355.067209	18536.02244	NA	NA	14734.48783	NA	NA	NA
EpiF	NA	NA	1474.225652	7192.715606	NA	7024.697986	NA	NA	4155.567084	111813.5576	103231.3029	90386.58624	2642.919831	NA	NA	NA	4682.23851	6300.523121	3717.627325	NA	2189.591276	41368.19556	39432.50453	42408.38925
SAOUHSC_00784	NA	NA	NA	NA	NA	NA	18260.62027	17167.56788	14298.20755	7888.854477	NA	NA	NA	NA	10843.09677	NA	NA	NA	10374.50295	NA	10288.01696	NA	6790.373357	NA
RpmG2	748922.7928	291368.9345	445355.8705	257121.787	257766.585	178238.9783	695281.0953	904078.9473	1154365.598	308531.8408	201738.8377	284234.5656	855200.1476	496305.2983	1023145.254	149346.1271	300796.0701	433210.8557	928148.1494	NA	1137998.918	183869.4679	176530.4452	321031.9582
SAOUHSC_01332	NA	3494.90093	3311.729694	NA	NA	NA	8744.061982	8352.528868	21526.79291	2727.262728	NA	NA	NA	NA	NA	NA	NA	NA	5125.708599	3853.640162	6417.563026	NA	NA	NA
ArgH	3226.40785	2676.378436	2412.753268	NA	NA	NA	4174.168563	4619.996016	4385.746797	2042.479696	1361.169727	1522.767133	NA	NA	2415.420117	NA	NA	NA	5620.083358	4663.466415	7087.473845	1590.419022	1337.381001	880.2220011
SAOUHSC_01890	16688.35157	12631.12265	21646.51141	12912.321	2379.572607	14834.63058	13890.00259	11310.83189	18480.91829	46266.78259	35355.57721	45057.63787	20294.98962	11900.80484	18518.83061	8766.790035	14675.329	21418.71524	17305.94337	13860.20725	13725.43976	31394.13706	39661.57649	41031.55051
Asp1	NA	NA	NA	NA	NA	NA	NA	4095.326123	NA	12614.30061	9812.571111	12330.73356	NA	NA	4339.34027	NA	NA	NA	6371.620158	5505.945388	5532.236756	10643.66426	16438.58189	13088.38948
SAOUHSC_02043	NA	NA	NA	NA	NA	NA	NA	NA	NA	4970.266119	9168.297189	4711.598997	NA	NA	NA	NA	NA	NA	NA	NA	8114.864376	10194.71776	NA	NA
SAOUHSC_02027	NA	NA	NA	NA	NA	NA	4918.295898	4767.10449	7102.110336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5742.632302	11537.54532	NA	NA	NA
UppS	17536.74125	17989.37601	17660.25841	9905.055264	9791.662308	13744.76638	13925.41353	17601.48446	22403.61713	14233.92488	15990.68351	13283.59289	21033.04331	18562.32775	25095.73232	14135.17613	10558.10099	8477.810915	22383.10841	16819.38999	24447.58806	12899.54686	14560.87563	18817.24144
SAOUHSC_02390	9394.30928	6638.822434	6231.710998	5285.271288	3678.206118	6844.743062	7412.089366	4087.92242	10594.86542	14707.27685	23766.0143	21162.27632	11075.32353	5574.79864	6212.631923	4777.223377	4712.953982	8571.45986	13960.53912	3383.726094	13134.39053	18081.08229	24249.65443	21285.809
SAOUHSC_00211	76309.96596	93503.13238	76891.20049	58341.28205	184668.2296	67953.56914	54880.13873	54948.19255	55143.94367	97552.53378	107042.8353	106868.5333	123734.9101	66511.80062	102290.6307	83418.17444	83463.02562	103327.5808	83958.09709	51385.26131	58435.8354	73911.58857	80993.07484	91502.79855
SAOUHSC_00860	NA	NA	4617.885082	2826.024422	NA	NA	NA	NA	2002.806882	NA	4178.493648	3292.377992	2966.701014	NA	NA	3630.976231	NA	NA	NA	NA	NA	4009.252866	NA	NA
SAOUHSC_02466	NA	NA	NA	NA	NA	NA	NA	NA	NA	9588.676893	29374.24789	5734.463505	NA	NA	NA	NA	NA	NA	NA	NA	NA	13529.86764	6909.26232	3027.231323
SasG	6833.588989	6168.045686	7599.580351	6395.807171	3246.239319	7666.489463	3603.663892	4480.740343	3587.341697	2432.189356	3285.730738	1658.865787	3991.229759	1296.839438	4263.443149	3524.720575	4157.095579	2545.999917	1955.377245	NA	2766.898978	NA	NA	1730.95743
SepF	184074.3613	190260.9111	186079.4669	30014.22935	33148.43004	44634.07666	228130.7236	156340.2599	181688.6087	67848.92366	70252.41053	49041.26715	192973.9358	128485.1187	178324.7591	38857.22715	56039.01306	21713.20936	175410.9447	132505.8812	184980.7327	86857.9432	83262.28288	68585.26426
