Protein	HG_RPMI_exp_1	HG_RPMI_exp_2	HG_RPMI_exp_3	HG_RPMI_stat_1	HG_RPMI_stat_2	HG_RPMI_stat_3	HG_TSB_exp_1	HG_TSB_exp_2	HG_TSB_exp_3	HG_TSB_stat_1	HG_TSB_stat_2	HG_TSB_stat_3	ST_RPMI_exp_1	ST_RPMI_exp_2	ST_RPMI_exp_3	ST_RPMI_stat_1	ST_RPMI_stat_2	ST_RPMI_stat_3	ST_TSB_exp_1	ST_TSB_exp_2	ST_TSB_exp_3	ST_TSB_stat_1	ST_TSB_stat_2	ST_TSB_stat_3
MetC	NA	NA	NA	28377.51453	32598.10303	44539.35699	NA	NA	NA	NA	NA	NA	NA	NA	NA	37265.64547	39466.66832	19373.11689	NA	NA	NA	NA	NA	NA
Ald2	33142.12502	44534.97894	33913.21422	26530.70674	24477.64997	35122.473	50195.01738	16478.96524	17923.14941	98396.65425	83707.11949	83176.4356	32495.24831	29199.09036	25800.90583	25161.93083	26527.72987	29562.0786	30136.52539	16053.99149	17235.5101	99268.89974	99716.06749	130079.5744
SAOUHSC_02894	NA	NA	5530.068277	NA	4018.691931	NA	12240.47511	7926.040544	11338.01368	8841.980686	8376.645556	7484.137954	19240.72296	3364.381514	10491.20237	35676.6033	38702.43569	8531.812178	13037.57022	4710.421415	8631.299116	NA	7265.002842	8109.408289
Hup	1463606.941	1498709.89	1814596.092	1457355.202	1622162.122	1988274.205	1628682.566	1574116.215	1845438.98	2481099.476	2035275.635	2141113.193	1053869.039	985590.6428	979695.8298	1835038.625	1623980.472	2064835.031	1836541.108	1193758.827	1396250.115	1780056.618	1488882.99	1686117.053
SAOUHSC_00535	15016.97294	16459.28195	17029.89943	1345.560623	10233.92	9129.278535	28573.36763	21107.70563	20955.226	58773.98006	49984.82257	59276.98255	12419.92786	9383.414225	12162.45816	13274.04598	7400.684313	7192.138508	25994.22109	11950.45757	16713.62849	49838.4683	52644.51177	56337.13742
HisC	17411.13456	18645.14345	25497.94833	62123.81472	71185.86419	90975.47316	4569.175234	10669.52902	21862.14336	40812.36661	33500.70411	57773.1599	44260.24243	20586.61205	52475.00997	78319.28316	85412.48601	95154.31146	23297.7386	NA	3450.233196	34386.77817	38111.70914	39444.27633
TyrS	241197.8677	243847.0052	272347.6646	158228.9024	121784.7303	142701.6501	234526.3245	236114.595	244189.5883	126823.3424	106884.8878	113317.86	231997.614	198055.0147	194270.5523	157322.8211	184693.6723	148580.4587	266969.2131	171486.1669	219323.4462	131996.5385	117073.3104	115419.7288
FnbA	6033.094088	2303.297991	6088.870025	NA	NA	NA	9313.844394	9905.26179	25032.92848	NA	NA	NA	18741.30332	21375.47641	17244.09538	NA	NA	3070.443864	37232.31141	27743.00847	25305.19612	NA	NA	NA
Dtd	65134.77473	15760.93812	33154.37004	24040.52085	19139.89069	28328.88519	14304.12075	19747.93693	24324.21522	20939.43426	17152.82952	16309.88232	32706.78198	18662.10084	20568.4524	26883.46891	23082.27334	13805.05407	19214.24891	12837.01284	16282.8999	15469.7695	13153.59205	31002.63517
AccD	38587.3763	42481.22079	40804.11843	20128.44489	30904.96629	30826.34171	75021.15457	69293.72322	61885.03208	33727.82163	35091.34027	32701.02153	47335.74691	42703.73487	46128.43814	32659.83558	29681.74848	25068.80328	65185.58691	55505.38046	66421.0283	34893.83336	28490.54854	27410.71331
Nfo	60217.96733	56169.07257	47320.05956	14672.86189	14927.80051	14222.82043	114976.9295	118033.3899	100403.0068	48150.50405	45114.34323	36963.76468	52324.57856	49019.0654	43864.61928	15299.15438	7133.986421	11800.4051	163939.8322	76725.81755	111806.3994	43038.85065	46932.83317	48451.63336
CspC	209841.004	228742.8562	195459.5045	69068.93695	14984.56153	63431.12027	46094.62959	156712.3809	343452.6424	68430.77877	52953.03431	70660.50841	259595.5157	184645.8914	196590.109	21195.9173	64263.17016	208777.3763	265874.4623	219294.4628	253990.4513	80202.25828	84751.23939	65770.68297
SAOUHSC_00342	7290.03099	11939.43306	10494.00282	9229.019582	5537.221881	8853.347707	8583.441974	6709.754717	8610.583258	4501.343312	10204.24075	4969.363617	9105.032308	9643.281784	4981.566355	9048.70502	8668.697182	7854.742862	8480.770644	10618.6196	10248.4221	7103.652017	7564.678028	6368.020081
SAOUHSC_00015	3987.699308	8116.443951	5058.300773	15802.12656	14993.65315	22173.22791	12606.65711	11447.58729	10926.77247	12815.10627	16537.08452	11198.7463	4275.80476	6094.006947	6634.41162	13354.80263	16513.5571	11992.78082	7216.481234	7711.047751	8290.913928	13029.4	13327.53961	8738.71028
SAOUHSC_00581	12131.46086	3815.051249	3560.728955	2726.612538	4449.23191	6810.017365	NA	4308.779274	8812.917567	9281.095432	6062.536386	5513.944335	8654.660919	7879.303258	8282.123199	10872.34375	15011.84459	10756.01331	4656.665481	3567.783737	5746.228072	NA	NA	9334.323334
SAOUHSC_00835	34368.45612	28915.24454	42716.22249	68163.47578	12539.93976	57401.08077	12300.99767	23300.816	30520.90093	48150.16866	54404.89387	49507.03076	24682.30317	20934.76117	29914.66365	11381.48034	34865.9304	64630.51025	34070.33698	27141.00266	36217.85191	63610.27892	58486.29996	57726.34617
SAOUHSC_01266	53924.0212	47496.03167	43290.43831	21673.62142	24274.79038	32797.86842	69421.09476	83629.70024	121645.6662	69251.29483	51582.98269	76243.11371	52918.70873	22945.13525	29681.28989	22612.35386	26686.8597	42415.2203	92196.7465	84781.60712	94027.81865	43288.07962	45796.81155	51103.25122
PrfC	75509.22985	78027.82102	65430.21252	31818.14664	23697.16655	35565.53956	59250.41796	76538.77958	88216.36752	58000.07563	44083.24419	51848.70732	78299.75687	62331.64725	65301.18033	35108.92587	31407.19593	27814.10582	80162.98015	50832.61772	70784.75855	35911.27399	41020.3243	49689.08497
SAOUHSC_01735	73452.34951	63568.09397	87731.4017	36051.96933	36853.33306	46091.42213	72670.6945	68859.11934	98365.74285	54839.79738	39138.44307	55512.5766	87136.50844	38372.8264	66279.56606	43682.57905	38840.38025	36684.10275	88140.47208	46299.64473	79980.9001	39459.7056	46454.43412	51707.83133
XseB	79928.95779	96714.84178	70266.23854	50286.94786	38252.45873	75228.29845	73711.20769	72380.53429	55892.0592	53645.07651	43930.69823	65455.48761	59116.46017	72811.2904	46264.95041	56091.59435	92878.62763	38535.57297	107325.0668	54393.70746	87087.41539	91295.50275	54599.82076	49451.1754
SAOUHSC_01412	30571.98988	26318.82298	23887.9826	6221.821853	9718.578136	8683.756789	28966.28126	29123.80416	33827.3838	19040.19478	19645.37899	15786.54343	31555.71585	16589.87546	26941.77333	7128.64317	11357.54878	7872.95243	29479.87445	26596.26427	35714.73013	19002.63834	15494.58657	16691.12137
SAOUHSC_01024	78985.6386	71559.602	98213.80122	781692.8618	1488044.256	935502.4805	121563.4188	87679.05253	114321.6755	355094.7585	326943.5277	285966.8085	128213.9839	64376.15372	62542.32171	806929.3137	640174.9171	542936.8275	163360.2526	50560.93527	68402.62615	281155.8084	226781.2256	286695.1159
RplP	162190.872	261071.5111	231780.5668	105302.3441	126919.8063	141870.2462	237350.061	272036.6145	239918.4987	89644.26926	97311.50486	89672.09072	233335.9277	259659.0095	281326.5459	143359.7394	127485.1041	81642.61998	259553.9269	283584.6162	252056.3342	84405.80645	108796.0382	95163.77826
SAOUHSC_00538	106030.192	183872.1187	161087.9827	190805.3876	171038.514	302671.0311	120699.2919	105736.4873	85924.36452	152475.1773	185001.328	148926.1775	103271.04	167544.0603	238666.8168	271035.211	201327.1332	151661.3096	96675.20731	80436.16073	82700.58974	158117.1125	142923.5398	136292.0851
GatC	405825.9997	456255.1508	514160.1268	191324.0767	344024.7045	289399.0824	416039.6701	415949.5455	476967.134	279019.7419	252942.2246	274268.2373	435512.9321	370731.7015	369421.0664	333006.6922	342705.8009	299957.1379	453073.3706	318181.058	404701.7409	240443.9852	278851.5321	304441.1552
SAOUHSC_00158	NA	NA	NA	NA	NA	NA	9250.406675	NA	NA	54514.43457	45889.31041	51734.29214	NA	NA	NA	NA	NA	NA	14520.7867	NA	NA	105180.6003	119549.0141	140896.6564
SAOUHSC_00788	26128.39831	23417.52579	33705.67832	20504.36001	25805.73142	25640.62447	29681.03786	29204.38571	30781.55035	49310.14484	40627.06941	37744.26869	36114.66853	27054.85542	41930.09823	21126.56211	19498.45873	20119.82602	36265.46345	21192.62408	31687.83708	40600.53456	40939.26804	65144.03471
FhuA	131939.2605	123593.9292	120323.8869	31219.00584	17273.75402	35947.56816	60304.4706	68264.82416	65651.87604	7488.006165	10164.21127	13902.63465	109069.4562	66206.66915	115671.3096	28914.44706	39414.26085	31507.52276	56769.24846	48494.0496	61407.00738	13035.14648	8087.462602	7990.392426
GroES	760158.9252	681407.4099	969440.4827	558884.1172	664677.8562	682832.9676	761870.6737	714349.1077	685177.1603	441545.0051	488616.7085	430265.2952	682583.3208	523807.175	707606.7525	600488.2467	525916.3477	395592.5891	730570.0639	413776.041	782649.4473	427622.1111	461642.7063	453680.3501
SAOUHSC_01244	11533.4164	12917.14005	10496.63688	9145.139444	16337.69696	7933.654892	13234.64757	16076.11946	12726.68882	10215.11662	7410.820902	10270.69065	11818.76684	10482.08141	13492.05879	17060.14617	17999.92098	7802.246708	12434.0842	11707.28194	13356.41182	10579.35066	18476.14878	11270.58002
SAOUHSC_01284	54982.44077	42425.70459	48337.53014	18410.30702	17159.24009	19454.12583	65021.34261	57021.59044	67861.20138	29799.80714	24658.05782	37738.3438	45968.18742	30305.37923	46336.3963	21227.66315	31717.50322	35636.56618	72560.95835	67129.79093	60194.21039	30828.26565	20627.39983	34805.18314
SAOUHSC_02904	7913.381913	4758.123328	6602.678562	NA	NA	NA	NA	NA	NA	NA	NA	NA	10085.66485	NA	3458.68368	4891.364505	NA	NA	NA	NA	NA	NA	NA	NA
SAOUHSC_01438	119884.7187	135353.3131	124267.7167	112104.2912	139609.8048	178924.2446	124500.2651	127796.722	135253.4493	98594.40981	111111.6719	85324.11517	101083.9163	74082.74238	78772.57258	141602.9986	160590.0486	184336.3834	145221.0787	90061.24825	114449.8261	103124.4637	93545.31156	85420.86231
GlcT	NA	8104.933639	5296.322517	10885.03302	20328.43269	9904.049965	10386.75268	10470.19321	NA	NA	7395.233991	NA	NA	7246.355434	6066.451331	22076.56854	23936.54123	9216.922413	NA	NA	NA	NA	NA	NA
Stp1	39884.12582	46388.77696	42763.76661	29693.58331	48003.72229	33646.19722	65715.97347	53096.92966	45671.49779	19343.12244	21189.43175	16074.07972	37017.33782	43772.02157	30707.12928	50140.22704	31144.04686	21060.15185	56605.02093	42497.91297	44920.99792	20730.38355	20561.00382	18655.28023
SAOUHSC_00480	26233.59151	26418.10183	29765.59594	40174.36817	14134.19009	24080.28062	24020.86883	22166.52	21285.87338	13640.84068	19254.24908	13725.86473	32648.71145	15089.31803	16625.41167	14940.5363	17535.37093	30523.46504	19180.71933	15416.18803	18533.38626	41764.86311	16532.4834	17585.32773
SAOUHSC_02867	10443.49447	NA	NA	6609.79512	NA	6400.360659	4252.667641	4243.20603	NA	5097.040914	NA	4996.142273	8376.897523	NA	NA	NA	NA	4183.865038	3617.352192	NA	3804.972049	2904.741985	NA	9654.113225
SAOUHSC_02106	25936.85786	23159.40781	21462.25301	26693.39808	20761.62928	22346.35916	43998.82708	41331.01182	35686.02729	18956.51984	17599.80726	13709.48384	18894.54561	18346.07354	16188.61156	16937.521	16448.7722	16187.18935	30272.81999	29186.62057	26172.96654	10653.62456	9569.820566	15970.54439
SAOUHSC_00141	NA	NA	NA	NA	NA	NA	NA	NA	NA	21092.9277	24671.65259	NA	NA	NA	NA	3815.674288	7815.851223	NA	NA	NA	NA	29162.04079	27144.43357	19916.2837
TopA	59062.71059	55075.36738	52616.7867	13778.00613	14351.02268	16164.6654	73165.01463	61981.15994	68331.84498	29518.20921	28685.29639	24460.90458	67020.35354	57137.43225	60569.64521	16200.08695	17594.23061	24161.17119	75289.59768	54781.43523	69416.84241	29442.80839	24507.24603	26133.08093
SAOUHSC_00269	153514.3668	129646.4481	134138.1773	154502.7632	71341.21432	141024.2347	125691.1031	135617.5252	159171.7512	128658.2607	117296.9818	119212.6235	83584.28568	62133.56778	67884.49622	68311.83342	110686.2468	127581.3483	83537.36284	51673.6808	83051.13904	95852.45482	100016.2408	86514.08779
HsdM1	35860.80585	36304.31333	39796.0608	26293.83393	27155.53834	34392.11305	47345.41131	43322.55521	45848.6961	37465.83218	38702.94539	34563.59155	28697.41693	25580.90344	28782.9981	23910.09324	41781.59283	48289.93832	42299.95239	33181.46961	40907.2561	23148.19055	26708.976	29080.08173
Glk	261668.1038	272636.6099	200979.152	88467.53462	96873.17614	89375.55988	297066.5617	399510.4026	290803.8363	194696.3652	238768.9675	174620.4988	214828.0209	276864.7975	315528.2159	110549.9384	142990.0538	153096.1547	215612.2018	263838.6541	254577.2373	147380.5041	147545.5874	160917.9379
SAOUHSC_01782	163425.5082	155032.1295	209358.1382	167629.1568	140494.6162	236900.249	132934.2614	161467.8357	189189.0092	155391.8843	121022.7543	147536.6314	214048.3746	164559.7083	170254.9897	145573.7478	147649.6442	179907.3316	168269.6014	110889.6308	177515.6384	130697.626	135604.9764	145722.6436
SAOUHSC_02145	115401.9973	61656.04122	133574.0003	239087.7159	207656.7903	264568.362	59823.25019	82446.9522	151990.6554	441748.1206	410582.9965	402033.2798	43574.20664	31899.89517	37787.5585	207294.2843	155714.747	68858.31252	80155.401	37519.40176	55846.20294	220520.9189	258220.9008	219230.0609
SAOUHSC_02417	29681.43735	25153.33594	29801.01534	15185.14878	7228.177273	13948.09155	27284.18391	30620.59693	37446.18692	36305.14389	31365.19426	33419.35525	15513.49936	12316.13018	15751.40453	6578.981233	8787.922163	10932.91106	24682.86511	21121.6439	24669.74027	18661.73485	22086.23227	27512.97443
NfrA	18802.07701	15113.47092	18195.51746	8253.299799	10226.48195	30557.61359	9641.565711	9179.44224	12589.93172	19383.57493	16858.68857	27028.74305	10213.99737	NA	8813.118897	5323.228303	3957.661126	2982.904095	NA	2806.20526	12124.53184	5180.0745	12316.95506	23670.83778
AroB	10460.88275	15443.20942	14015.63798	10875.28382	15120.26174	23533.59931	16513.60587	16039.02172	12123.45836	10740.76618	12148.65744	11338.24215	7236.114003	10084.3704	8091.324295	12272.94725	10837.2792	7712.185776	7992.652044	9264.41953	8983.546657	16760.88934	11385.5805	9233.792612
LysA	137543.8027	178807.9216	158695.4166	108960.009	150031.2025	151172.2048	93602.62973	90184.65357	70440.03631	87367.63732	86315.96387	82690.95689	96491.02355	94605.79151	88360.1533	132038.2233	165069.4464	106845.1661	68142.64205	57862.45448	64462.88991	105132.5733	87575.12965	98227.0137
AccB	159353.1985	164877.7865	189245.2908	239047.593	148094.9239	132303.1669	227683.2529	235330.8493	144026.218	108807.6446	169293.2715	108999.7677	151920.9032	164684.0058	111583.8043	184520.399	113027.3067	221751.4328	175136.8212	164941.5482	187296.1259	260193.1054	161776.0771	130476.1146
SAOUHSC_02093	165695.3362	154486.5515	247942.2399	77503.32656	95659.25051	99129.60284	128707.4003	169537.4107	187963.5435	101613.7857	101869.6639	89555.57191	152587.1389	106490.0999	110795.8292	101228.7974	179595.0163	158962.9931	137385.6227	102295.411	135413.682	81480.48398	63569.91543	87004.61049
FemB	32521.61769	32488.19966	37461.66137	19993.06034	12587.77469	18259.89248	38431.29014	47727.65514	40658.23146	27835.28021	23123.25414	27883.6536	32526.15658	29290.79066	21264.68909	28404.74146	32442.76575	23885.90574	38274.17378	41923.28948	33538.24611	26463.57074	28470.59021	28509.44809
SAOUHSC_01039	69493.21804	114664.2861	92030.40225	108077.2336	135136.577	118252.4435	139868.6099	153814.3371	130353.4963	82553.36728	72504.46607	73667.44996	98937.72835	91870.40948	104387.9834	123551.3967	92818.1793	72209.01078	98280.52397	102359.1686	125674.2859	109199.8282	111490.3501	96847.17447
MreC	27424.91513	17285.40533	18799.63193	15820.2009	12990.82084	20339.53084	30876.02221	24617.62443	22457.69129	26388.97083	29757.09203	26646.27009	13982.83081	44695.54722	22200.45357	12340.78985	14879.05813	14969.59425	16690.97018	20434.8011	20126.26433	31128.74148	26427.29081	25936.35855
Opp-3C	NA	NA	NA	25911.49108	40757.97279	28598.87589	NA	NA	NA	NA	5945.447307	NA	NA	NA	NA	29925.24014	28259.50785	22753.01443	NA	NA	NA	NA	4935.869269	NA
SAOUHSC_01593	45404.55089	52286.50202	48160.73849	107429.0415	92174.48193	108642.587	54042.58491	54162.49318	37040.90869	72437.65032	76924.76165	68607.68151	61734.369	57159.07244	50588.96236	138523.734	144373.1176	119664.8406	50341.51294	45608.01537	51488.0425	9885.259319	51435.56098	8890.037649
SAOUHSC_00686	226454.6085	224970.388	238869.1151	159823.8681	142376.8216	168337.556	221839.8528	277657.7703	279843.2529	386897.7914	413930.0701	371217.9264	126012.9537	126728.8473	88060.45149	130908.8947	225203.109	281411.7165	328796.9512	128668.4188	238652.7727	412436.3541	412703.3458	366655.4463
SAOUHSC_02073	NA	NA	NA	41101.1054	25023.0439	39965.92757	15121.28007	12590.33201	15424.22963	62462.97428	61907.56562	42834.50797	19759.51394	NA	23160.2876	37761.59985	41533.33512	36299.1483	23499.16816	13827.61642	31905.01154	49222.75322	40371.22835	39033.74073
Adh	30401.75107	23798.34038	17554.23031	NA	NA	11826.17211	17038.0413	15549.70699	25554.74853	10674.67943	6334.616249	6924.362316	24294.60435	16971.06658	19348.23132	NA	NA	11590.40947	13628.96947	NA	18468.69061	2731.178003	6097.63221	12309.16122
MnaA	17392.16373	22964.33834	30384.91325	15357.40683	21069.99727	18057.76342	20607.38149	26251.37484	20759.11006	11055.06694	16099.232	11280.21417	20386.96967	18012.33696	21245.42471	25083.7576	20207.54859	7619.62793	18747.93733	12993.12967	16910.19191	22338.69642	14960.85409	13239.66584
YajC	20662.19208	46874.03333	26012.3068	13764.78603	38386.07095	24984.05216	106547.017	99513.73147	50045.40155	14946.69965	22904.45451	10921.97234	24458.22512	24853.43284	30138.10244	56520.13608	23014.75563	7838.606558	51328.72424	49139.14332	50960.91303	13307.56805	18822.04135	6411.634032
SAOUHSC_02774	49910.71	34693.97902	35437.67189	123804.1618	91385.97324	93069.71192	66677.62912	33084.65084	49539.50982	224714.4078	276849.2275	200283.5721	27764.95058	29136.12162	27191.61171	62154.35741	86853.73125	79777.89453	48002.09647	35702.77653	40049.57129	181585.5004	132311.2482	222534.0139
RbfA	36874.08491	43021.98328	27881.31157	17682.32763	5479.818532	18640.58565	18844.15409	32766.00089	57724.2173	45290.25805	53084.87277	38120.10058	45532.21183	18312.30923	42559.19283	7589.762052	31200.67459	38229.79026	42827.08109	19283.69802	41085.75316	24835.56012	39196.50277	32459.92596
SAOUHSC_01857	17803.32892	20726.41528	20452.69759	13628.48848	7948.748774	9707.966353	29415.21718	26166.15846	29402.33676	24065.08639	22835.26511	24449.39893	23315.62452	17057.55774	24502.68631	12773.54718	12824.64431	11489.65763	27925.76953	25457.88821	29573.35348	23545.10068	21591.53251	22088.46321
SdrD	45885.4577	43785.78483	54167.30317	17417.54232	22900.25718	25785.4082	16857.24951	17101.08593	17300.2028	6703.021121	3437.975191	9120.140157	7235.480422	5323.105721	6619.508188	5995.100996	4359.695049	3953.303326	8190.331004	6184.66868	9181.441921	NA	3067.482083	4140.620266
SAOUHSC_01717	19276.92735	17481.16284	19413.35971	NA	NA	NA	30937.10882	35178.49351	31387.55439	1488.774619	NA	NA	20975.93438	18766.83967	34014.7563	NA	NA	NA	32486.65615	20689.67976	26750.84679	NA	NA	NA
SAOUHSC_01858	241560.3744	316005.6382	261346.5999	233380.3917	274736.3953	305090.3233	312773.173	294270.7719	270595.2367	160807.3742	182950.5623	139513.3213	303631.0661	210765.0731	267673.1885	286638.262	315613.8063	213212.0823	293002.503	240389.2085	244861.6877	202997.2869	212935.7633	199435.725
HprK	72315.03705	89030.37384	81988.56211	66624.27733	75508.44671	74324.59432	65371.12809	67666.37534	63813.24064	83218.83679	85697.10489	86346.18225	49675.99688	42412.65204	56669.97119	88019.53666	62238.93525	67417.86791	57845.9243	38430.21857	46286.34815	69127.44731	65089.87917	75168.26616
BshA	69500.58919	69924.01288	73727.14019	66635.3217	55557.14896	100513.0791	50350.0061	54575.92119	44635.31813	47528.74724	35611.51014	44147.60134	72723.11488	48353.1011	51193.43724	57965.73643	52923.44986	52418.7251	39041.06312	26083.14702	41717.29105	45435.88462	44714.54252	48614.09091
SAOUHSC_01443	13837.04299	19328.0547	18615.65226	8918.866275	6228.438103	9888.152452	17539.63959	18154.29681	21067.10624	NA	13540.6923	747.6892509	16966.23147	13882.6133	13975.61277	12670.53142	11728.2308	6916.903362	9599.487892	9795.021645	3895.306509	17590.59943	15419.08014	NA
SAOUHSC_00696	NA	7089.311608	6454.482044	NA	5157.054684	2364.68884	NA	NA	NA	5316.279228	NA	7140.839794	NA	NA	6056.476487	6333.860598	9216.589014	6681.189829	NA	NA	NA	NA	NA	5187.473452
SbnA	44407.06812	54339.0689	58300.76615	31487.32035	34409.54981	45304.3112	NA	NA	NA	NA	NA	NA	57397.03926	19389.09871	58107.51246	69402.00619	50067.79473	38722.54655	NA	NA	NA	NA	NA	NA
TarF	16950.62233	16870.30162	16183.87229	10539.72807	9325.168467	14737.40342	25221.52724	25445.97764	20343.20808	19133.02825	18726.6181	18752.98455	19753.87756	17503.32283	19236.98354	17119.51948	13793.40023	12042.38851	20739.07041	14359.15775	21138.37663	19399.77261	21660.01842	18835.75906
RplN	163066.2136	101115.885	127784.3469	66749.70666	134688.3056	94874.08192	144980.1444	234525.4212	155943.1012	100391.7917	79607.60269	73639.63798	149593.1956	111987.5567	66407.33571	182326.0199	233820.7811	78145.78049	221990.0085	224056.4482	166823.8039	91503.87148	109956.0395	61928.31137
AgrA	NA	4690.546105	NA	8323.976636	15822.57741	7045.020066	8844.374971	NA	NA	31115.44102	31220.33159	27235.30551	NA	NA	NA	7107.088223	4719.605065	9043.004429	7217.114215	NA	NA	23108.38855	23628.3938	16310.22719
PfkA	166265.9053	149406.6041	163061.5844	89337.52139	98448.76321	108553.1748	182926.2912	202083.5131	158095.3187	125521.5847	124713.0077	104945.752	229476.4983	149838.9571	176824.8655	137397.9699	160533.2249	119224.7689	205137.7164	139516.0896	151048.1509	119621.0642	86899.20805	142401.7372
GlcB	9255.495495	8760.443833	8043.762625	5144.864835	NA	8906.686515	12744.32425	8752.309695	14474.75264	34179.30499	21127.00941	24706.86042	8499.048189	6526.558249	5582.396283	3434.827313	4541.947566	2166.539133	11066.80979	NA	8634.612824	17356.08839	16076.11102	21579.88774
SAOUHSC_01813	8721.709832	9911.92503	10410.73863	3133.671791	NA	3316.093784	11875.33819	11626.18925	11862.50885	8855.25232	7634.697493	9056.996951	11248.86509	10423.41255	9587.197706	6922.89785	6356.901924	5256.582696	13505.67492	9480.916333	11324.85889	12073.83337	6816.202098	9331.96049
AroA2	232311.5719	234721.237	244342.554	282040.1844	310526.2797	303409.759	224284.9129	180502.3567	150013.0896	186197.3739	187092.423	181778.2604	174856.764	187679.8461	157924.6794	251772.8179	281879.806	316734.2157	159031.9877	115366.8003	140870.3823	232754.2648	211429.2419	200187.1934
SAOUHSC_01259	NA	26832.41692	26057.39631	NA	15939.8228	21180.53794	55594.01425	30209.61125	24081.36106	24035.36559	44793.02642	23854.69208	16352.7893	19099.86907	13351.03037	16714.41612	15105.04998	NA	34682.08418	18738.58523	24026.2817	36470.02149	31122.77317	22402.86999
Hom	34959.4687	33243.97024	25548.73849	84024.58812	64925.21334	97814.04192	24356.05449	33865.92222	46314.46379	68922.54095	74514.75209	61453.00681	32467.00202	27247.94248	39042.08691	73427.15161	105033.1108	83569.93837	36946.19115	37880.63232	42137.49694	57020.63206	67492.89369	80783.39088
UreG	21287.03971	21246.40212	23059.28408	12315.16744	17966.75925	18560.92992	23024.1768	20776.02852	22533.0181	19021.73291	39550.19994	17704.39259	37294.8963	44232.40596	27097.06912	29620.97231	23324.80949	22023.913	31365.35565	26456.38853	29330.28802	25652.17845	25801.58459	25057.05727
AcpP	1714486.408	1206727.509	1412157.638	1078518.287	1047593.657	1180028.705	1251981.153	1245542.208	937857.4478	1263510.942	1221979.063	1199513.94	1367782.852	1073257.086	1095616.305	1165642.613	1061085.732	961676.4194	1476166.863	708272.526	1370021.971	947143.1685	1045050.187	905492.9121
FolB	26095.48391	22520.98988	33323.2518	29587.96618	10485.48076	17328.55109	21208.56296	27140.73164	18121.42171	12047.38003	16308.39321	14179.63481	26332.05828	21562.52502	19995.69309	19546.3892	15349.48643	36447.71859	27373.16972	27079.80653	17674.97978	11868.33853	14306.66685	14999.9347
SAOUHSC_00821	5701.314568	5292.391332	4292.258259	3190.164641	NA	3392.604417	40675.99674	29786.48902	19382.37937	10828.5446	24063.35578	11435.29658	4029.420713	3103.761756	3927.287694	1685.120974	6802.20106	8782.462518	19816.75698	16871.82218	18653.45144	14396.2511	9351.920704	7869.567643
Tmk	119079.2412	116512.1082	133435.0134	73529.95026	58376.52102	91818.48323	95911.95264	97516.35176	104082.7353	50381.45111	46162.98434	51937.43742	142656.5079	78252.93457	119429.4917	79335.24643	83218.84832	67199.53071	103899.4114	71744.38767	97921.52128	52728.23873	52070.42649	50444.06298
SAOUHSC_00605	69412.57529	59360.00009	66767.97593	60576.55218	65609.75746	78567.00448	42281.25656	42745.22287	52058.03126	31528.27434	29974.50191	30207.50233	61304.24712	42116.36911	48722.05709	73234.19594	59515.98914	41584.77731	39574.14684	27432.49438	37438.44179	28254.52743	22602.68274	29081.56214
SAOUHSC_02724	1660.804331	NA	2369.888671	11830.45486	12257.4952	19080.96237	4257.541935	2934.945359	4127.992726	11500.65522	10881.49859	9570.813229	3910.804981	NA	2535.501488	14086.11253	12042.55859	11267.33128	3880.485486	NA	3399.008595	9487.862024	8931.379061	16115.11033
MraW	81431.97977	105217.0894	98241.53267	53342.85404	57672.21122	63654.5228	110543.5127	107397.9708	81283.6935	71220.18481	55527.41571	66692.75216	105233.738	96883.79734	112407.7247	61837.17946	46778.04254	35120.74123	87432.43778	88679.21891	93519.37887	68262.57235	67383.95463	79458.87059
DltC	1039541.768	888851.6729	795858.4873	744498.8147	612463.3494	735812.2377	1163498.446	819172.5374	791776.5774	789409.8555	491145.7577	454204.8072	683581.4152	978910.8297	507366.4725	1155501.22	797362.3895	872092.262	1445967.55	916572.8479	701700.3816	536478.0445	517616.5992	380838.7552
SAOUHSC_01708	7591.499485	7922.233695	5971.078492	6587.362854	9612.687664	10972.47437	12533.70122	5463.368865	4114.818453	73693.56788	67764.58248	65130.55023	NA	NA	4196.737995	4944.585358	6404.648634	9602.961259	15286.18687	NA	3834.181851	62301.33973	70270.51089	71439.51427
SAOUHSC_02232	9448.205947	NA	1750.317478	35232.00601	NA	44055.76456	2157.440093	NA	2994.800131	5483.003627	6448.658778	3943.328936	15507.41048	NA	18338.10819	53776.71214	44392.53185	30766.96857	7760.517486	2390.067483	7685.5999	3744.914519	3105.284706	5931.014604
SAOUHSC_00688	31169.80742	46932.16881	35391.19889	39975.10332	39260.61949	40167.83135	52953.10065	92922.49176	42675.08766	37268.85674	34060.55101	35957.79194	37862.20818	61645.18954	26345.93999	57947.10676	67350.95832	34039.95435	65276.49141	58446.04658	34749.19959	21174.21319	14928.50173	27350.23416
LukG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57756.88394	45396.9638	55958.40289	7304.056049	1793.298516	1290.211832	13725.48048	3465.009036	7778.114355	11370.85394	2579.579675	NA
Sqr	NA	NA	NA	NA	3112.116054	NA	NA	NA	NA	NA	6672.013306	NA	11523.55627	8781.65915	60586.09779	10420.54492	17328.73655	NA	NA	NA	NA	6404.890854	27698.71676	59006.08972
